reporting_month,purchase_order_id,purchase_order_line_id,shipment_id,supplier_id,supplier_name,supplier_tier,category,subcategory,country,region,currency,sku,order_date,requested_delivery_date,promised_delivery_date,actual_delivery_date,order_status,line_status,ordered_quantity,received_quantity,rejected_quantity,returned_quantity,unit_of_measure,contract_unit_price,invoiced_unit_price,invoiced_quantity,invoice_number,invoice_date,invoice_due_date,payment_date,invoice_status,inspection_date,defect_code,issue_opened_at,first_supplier_response_at,issue_resolved_at,expedite_requested_flag,expedite_reason,contract_required_delivery_days,contract_min_order_quantity,required_compliance_documents,valid_compliance_documents,supplier_audit_date,supplier_audit_expiry_date,sustainability_certificate_status,payment_terms_days,account_manager,primary_contact_channel
2025-08,PO-2025-000164,PO-2025-000164-L05,SHP-202508-000164,SUP-055,Juniper Components,Watchlist,Machined Parts,Brackets,United States,North America,USD,SKU-MCH-127,2025-08-13,2025-09-21,2025-09-14,2025-10-08,Partially Delivered,Partially Received,31,24,0,0,EA,34.65,34.65,24,INV-202508-000164,2025-10-13,2025-12-12,2025-12-21,Paid,2025-10-10,,,,,N,,32,15,ISO9001|COC|ROHS,ISO9001,2023-11-03,2024-08-29,Expired,60,Taylor Brooks,EDI
2025-09,PO-2025-000165,PO-2025-000165-L01,SHP-202509-000165,SUP-012,Blueforge Works,Strategic,Logistics Materials,Labels,Vietnam,Southeast Asia,VND,SKU-LOG-876,2025-09-03,2025-09-30,2025-09-23,2025-09-22,Delivered,Fully Received,83,83,0,0,BOX,181951.59,181951.59,83,INV-202509-000165,2025-09-23,2025-11-07,2025-11-18,Paid,2025-09-24,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-000165,PO-2025-000165-L02,SHP-202509-000165,SUP-012,Blueforge Works,Strategic,Office Consumables,Stationery,Vietnam,Southeast Asia,VND,SKU-OFF-889,2025-09-03,2025-09-30,2025-09-23,2025-09-22,Delivered,Fully Received,55,55,0,0,PACK,157381.24,157381.24,55,INV-202509-000165,2025-09-23,2025-11-07,2025-11-18,Paid,2025-09-25,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-000165,PO-2025-000165-L03,SHP-202509-000165,SUP-012,Blueforge Works,Strategic,Office Consumables,Printer Supplies,Vietnam,Southeast Asia,VND,SKU-OFF-902,2025-09-03,2025-09-30,2025-09-23,2025-09-22,Delivered,Fully Received,71,71,0,0,BOX,122789.54,122789.54,71,INV-202509-000165,2025-09-23,2025-11-07,2025-11-18,Paid,2025-09-23,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-09,PO-2025-000165,PO-2025-000165-L04,SHP-202509-000165,SUP-012,Blueforge Works,Strategic,Office Consumables,Printer Supplies,Vietnam,Southeast Asia,VND,SKU-OFF-915,2025-09-03,2025-09-30,2025-09-23,2025-09-22,Delivered,Fully Received,93,93,0,0,BOX,145661.84,145661.84,93,INV-202509-000165,2025-09-23,2025-11-07,2025-11-18,Paid,2025-09-24,,,,,N,,17,36,COC|REACH|SA8000,COC|REACH|SA8000,2023-07-29,2026-07-28,Certified,45,Cameron Diaz,Phone
2025-10,PO-2025-000166,PO-2025-000166-L01,SHP-202510-000166,SUP-041,Greenward Manufacturing,Standard,Safety Equipment,Gloves,United Kingdom,Western Europe,GBP,SKU-SFT-039,2025-10-30,2025-11-24,2025-11-17,2025-12-09,Delivered,Fully Received,11,11,0,0,PAIR,11.66,11.66,11,INV-202510-000166,2025-12-11,2026-02-09,2026-02-07,Paid,2025-12-12,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-000166,PO-2025-000166-L02,SHP-202510-000166,SUP-041,Greenward Manufacturing,Standard,Packaging,Protective Foam,United Kingdom,Western Europe,GBP,SKU-PKG-052,2025-10-30,2025-11-24,2025-11-17,2025-12-09,Delivered,Fully Received,39,39,0,0,M,2.33,2.33,39,INV-202510-000166,2025-12-11,2026-02-09,2026-02-07,Paid,2025-12-10,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-000166,PO-2025-000166-L03,SHP-202510-000166,SUP-041,Greenward Manufacturing,Standard,Safety Equipment,Gloves,United Kingdom,Western Europe,GBP,SKU-SFT-065,2025-10-30,2025-11-24,2025-11-17,2025-12-09,Delivered,Fully Received,18,18,0,0,PAIR,10.67,10.67,18,INV-202510-000166,2025-12-11,2026-02-09,2026-02-07,Paid,2025-12-11,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-10,PO-2025-000166,PO-2025-000166-L04,SHP-202510-000166,SUP-041,Greenward Manufacturing,Standard,Safety Equipment,Eye Protection,United Kingdom,Western Europe,GBP,SKU-SFT-078,2025-10-30,2025-11-24,2025-11-17,2025-12-09,Delivered,Fully Received,46,46,0,0,EA,13.33,13.86,45,INV-202510-000166,2025-12-11,2026-02-09,2026-02-07,Paid,2025-12-12,,,,,N,,12,9,ISO9001|ISO14001|SA8000,ISO9001|ISO14001,2023-02-10,2024-08-13,Expired,60,Morgan Ellis,Email
2025-11,PO-2025-000167,PO-2025-000167-L01,SHP-202511-000167,SUP-070,Lumina Systems,Watchlist,MRO Supplies,Hand Tools,South Korea,East Asia,KRW,SKU-MRO-201,2025-11-11,2025-12-29,2025-12-13,2026-01-27,Partially Delivered,Partially Received,171,116,0,0,SET,25000.34,25000.34,116,INV-202511-000167,2026-01-30,2026-04-30,,Overdue,2026-01-28,,,,,Y,Carrier capacity,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-11,PO-2025-000167,PO-2025-000167-L02,SHP-202511-000167,SUP-070,Lumina Systems,Watchlist,MRO Supplies,Hand Tools,South Korea,East Asia,KRW,SKU-MRO-214,2025-11-11,2025-12-29,2025-12-13,2026-01-27,Partially Delivered,Partially Received,1,0,0,0,SET,23182.61,,,,,,,,,,,,,Y,Carrier capacity,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-11,PO-2025-000167,PO-2025-000167-L03,SHP-202511-000167,SUP-070,Lumina Systems,Watchlist,Electrical,Connectors,South Korea,East Asia,KRW,SKU-ELE-227,2025-11-11,2025-12-29,2025-12-13,2026-01-27,Partially Delivered,Partially Received,105,72,0,20,EA,15630.60,15630.60,72,INV-202511-000167,2026-01-30,2026-04-30,,Overdue,2026-01-30,,,,,Y,Carrier capacity,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-11,PO-2025-000167,PO-2025-000167-L04,SHP-202511-000167,SUP-070,Lumina Systems,Watchlist,MRO Supplies,Hand Tools,South Korea,East Asia,KRW,SKU-MRO-240,2025-11-11,2025-12-29,2025-12-13,2026-01-27,Partially Delivered,Partially Received,75,43,0,0,SET,23476.56,26293.75,45,INV-202511-000167,2026-01-30,2026-04-30,,Overdue,2026-01-28,,,,,Y,Carrier capacity,32,28,COC|ROHS|REACH,,2023-08-20,2024-06-15,Expired,90,Parker Lee,EDI
2025-12,PO-2025-000168,PO-2025-000168-L01,SHP-202512-000168,SUP-027,Evercrest Materials,Preferred,Packaging,Corrugated Cartons,Poland,Central Europe,PLN,SKU-PKG-003,2025-12-16,2026-01-09,2026-01-05,2026-01-18,Partially Delivered,Partially Received,84,47,0,0,BOX,12.55,12.55,47,INV-202512-000168,2026-01-22,2026-03-23,2026-03-25,Paid,2026-01-20,,,,,Y,Quality rework,17,49,ISO9001|COC|ISO14001,ISO9001|COC|ISO14001,2023-05-15,2025-09-11,Certified,60,Drew Patel,Phone
2025-12,PO-2025-000168,PO-2025-000168-L02,SHP-202512-000168,SUP-027,Evercrest Materials,Preferred,Bearings,Ball Bearings,Poland,Central Europe,PLN,SKU-BRG-016,2025-12-16,2026-01-09,2026-01-05,2026-01-18,Partially Delivered,Partially Received,82,31,2,0,EA,103.21,103.21,31,INV-202512-000168,2026-01-22,2026-03-23,2026-03-25,Paid,2026-01-21,PACKAGING_FAILURE,2026-01-21T11:00:00Z,2026-01-22T07:00:00Z,,Y,Quality rework,17,49,ISO9001|COC|ISO14001,ISO9001|COC|ISO14001,2023-05-15,2025-09-11,Certified,60,Drew Patel,Phone
2025-12,PO-2025-000168,PO-2025-000168-L03,SHP-202512-000168,SUP-027,Evercrest Materials,Preferred,Fasteners,Bolts,Poland,Central Europe,PLN,SKU-FST-029,2025-12-16,2026-01-09,2026-01-05,2026-01-18,Partially Delivered,Partially Received,232,92,0,0,EA,19.45,19.45,92,INV-202512-000168,2026-01-22,2026-03-23,2026-03-25,Paid,2026-01-19,,,,,Y,Quality rework,17,49,ISO9001|COC|ISO14001,ISO9001|COC|ISO14001,2023-05-15,2025-09-11,Certified,60,Drew Patel,Phone
2025-12,PO-2025-000168,PO-2025-000168-L04,SHP-202512-000168,SUP-027,Evercrest Materials,Preferred,Fasteners,Bolts,Poland,Central Europe,PLN,SKU-FST-042,2025-12-16,2026-01-09,2026-01-05,2026-01-18,Partially Delivered,Partially Received,346,132,0,16,EA,18.31,18.31,132,INV-202512-000168,2026-01-22,2026-03-23,2026-03-25,Paid,2026-01-20,,,,,Y,Quality rework,17,49,ISO9001|COC|ISO14001,ISO9001|COC|ISO14001,2023-05-15,2025-09-11,Certified,60,Drew Patel,Phone
2024-01,PO-2024-000169,PO-2024-000169-L01,SHP-202401-000169,SUP-056,Juniper Industries,Watchlist,Electrical,Connectors,Canada,North America,CAD,SKU-ELE-165,2024-01-13,2024-02-04,2024-01-31,2024-02-23,Partially Delivered,Partially Received,168,99,0,0,EA,18.60,18.60,99,INV-202401-000169,2024-02-28,2024-05-28,2024-05-21,Paid,2024-02-26,,,,,N,,12,22,ISO9001|COC|REACH,,2023-11-22,2024-09-17,Not Certified,90,Avery Singh,Email
2024-01,PO-2024-000169,PO-2024-000169-L02,SHP-202401-000169,SUP-056,Juniper Industries,Watchlist,Electrical,Cables,Canada,North America,CAD,SKU-ELE-178,2024-01-13,2024-02-04,2024-01-31,2024-02-23,Partially Delivered,Partially Received,107,40,0,0,M,16.88,16.88,40,INV-202401-000169,2024-02-28,2024-05-28,2024-05-21,Paid,2024-02-24,,,,,N,,12,22,ISO9001|COC|REACH,,2023-11-22,2024-09-17,Not Certified,90,Avery Singh,Email
2024-02,PO-2024-000170,PO-2024-000170-L01,SHP-202402-000170,SUP-013,Cinderline Components,Strategic,Electronics,Sensors,Malaysia,Southeast Asia,MYR,SKU-ELC-966,2024-02-12,2024-03-18,2024-03-05,2024-03-02,Delivered,Fully Received,85,85,0,0,EA,71.36,71.36,85,INV-202402-000170,2024-03-03,2024-05-02,2024-05-05,Paid,2024-03-03,,,,,N,,22,43,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-08-17,2026-08-16,Certified,60,Alex Morgan,Portal
2024-02,PO-2024-000170,PO-2024-000170-L02,SHP-202402-000170,SUP-013,Cinderline Components,Strategic,Electronics,Control Modules,Malaysia,Southeast Asia,MYR,SKU-ELC-979,2024-02-12,2024-03-18,2024-03-05,2024-03-02,Delivered,Fully Received,173,173,0,0,EA,79.76,79.76,173,INV-202402-000170,2024-03-03,2024-05-02,2024-05-05,Paid,2024-03-04,,,,,N,,22,43,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-08-17,2026-08-16,Certified,60,Alex Morgan,Portal
2024-02,PO-2024-000170,PO-2024-000170-L03,SHP-202402-000170,SUP-013,Cinderline Components,Strategic,Logistics Materials,Labels,Malaysia,Southeast Asia,MYR,SKU-LOG-992,2024-02-12,2024-03-18,2024-03-05,2024-03-02,Delivered,Fully Received,24,24,0,0,BOX,33.98,33.98,24,INV-202402-000170,2024-03-03,2024-05-02,2024-05-05,Paid,2024-03-05,,,,,N,,22,43,ISO9001|COC|ROHS,ISO9001|COC|ROHS,2023-08-17,2026-08-16,Certified,60,Alex Morgan,Portal
2024-03,PO-2024-000171,PO-2024-000171-L01,SHP-202403-000171,SUP-042,Greenward Works,Standard,Industrial Chemicals,Cleaners,Germany,Western Europe,EUR,SKU-CHM-129,2024-03-30,2024-05-02,2024-04-19,2024-04-17,Delivered,Fully Received,124,124,0,0,L,24.96,24.96,124,INV-202403-000171,2024-04-19,2024-07-18,,Overdue,2024-04-19,,,,,N,,17,16,COC|REACH|SA8000,COC|REACH,2023-03-01,2024-09-01,Expired,90,Riley Chen,Phone
2024-03,PO-2024-000171,PO-2024-000171-L02,SHP-202403-000171,SUP-042,Greenward Works,Standard,Industrial Chemicals,Lubricants,Germany,Western Europe,EUR,SKU-CHM-142,2024-03-30,2024-05-02,2024-04-19,2024-04-17,Delivered,Fully Received,20,20,0,0,L,27.03,25.68,22,INV-202403-000171,2024-04-19,2024-07-18,,Overdue,2024-04-20,,,,,N,,17,16,COC|REACH|SA8000,COC|REACH,2023-03-01,2024-09-01,Expired,90,Riley Chen,Phone
2024-03,PO-2024-000171,PO-2024-000171-L03,SHP-202403-000171,SUP-042,Greenward Works,Standard,Industrial Chemicals,Lubricants,Germany,Western Europe,EUR,SKU-CHM-155,2024-03-30,2024-05-02,2024-04-19,2024-04-17,Delivered,Fully Received,12,12,0,3,L,26.86,26.86,12,INV-202403-000171,2024-04-19,2024-07-18,,Overdue,2024-04-18,,,,,N,,17,16,COC|REACH|SA8000,COC|REACH,2023-03-01,2024-09-01,Expired,90,Riley Chen,Phone
2024-03,PO-2024-000171,PO-2024-000171-L04,SHP-202403-000171,SUP-042,Greenward Works,Standard,Industrial Chemicals,Lubricants,Germany,Western Europe,EUR,SKU-CHM-168,2024-03-30,2024-05-02,2024-04-19,2024-04-17,Delivered,Fully Received,37,37,0,0,L,28.17,28.17,37,INV-202403-000171,2024-04-19,2024-07-18,,Overdue,2024-04-19,,,,,N,,17,16,COC|REACH|SA8000,COC|REACH,2023-03-01,2024-09-01,Expired,90,Riley Chen,Phone
2024-04,PO-2024-000172,PO-2024-000172-L01,SHP-202404-000172,SUP-071,Lumina Manufacturing,Watchlist,Office Consumables,Printer Supplies,Australia,Oceania,AUD,SKU-OFF-291,2024-04-13,2024-05-02,2024-05-01,,Open,Open,5,0,0,0,BOX,9.63,,,,,,,,,,,,,N,,12,35,ISO9001|ISO14001|SA8000,ISO9001,2023-09-08,2024-07-04,Not Certified,30,Reese Martin,Email
2024-04,PO-2024-000172,PO-2024-000172-L02,SHP-202404-000172,SUP-071,Lumina Manufacturing,Watchlist,Machined Parts,Brackets,Australia,Oceania,AUD,SKU-MCH-304,2024-04-13,2024-05-02,2024-05-01,,Open,Open,243,0,0,0,EA,48.03,,,,,,,,,,,,,N,,12,35,ISO9001|ISO14001|SA8000,ISO9001,2023-09-08,2024-07-04,Not Certified,30,Reese Martin,Email
2024-04,PO-2024-000172,PO-2024-000172-L03,SHP-202404-000172,SUP-071,Lumina Manufacturing,Watchlist,Logistics Materials,Pallets,Australia,Oceania,AUD,SKU-LOG-317,2024-04-13,2024-05-02,2024-05-01,,Open,Open,68,0,0,0,EA,11.30,,,,,,,,,,,,,N,,12,35,ISO9001|ISO14001|SA8000,ISO9001,2023-09-08,2024-07-04,Not Certified,30,Reese Martin,Email
2024-04,PO-2024-000172,PO-2024-000172-L04,SHP-202404-000172,SUP-071,Lumina Manufacturing,Watchlist,Logistics Materials,Pallets,Australia,Oceania,AUD,SKU-LOG-330,2024-04-13,2024-05-02,2024-05-01,,Open,Open,161,0,0,0,EA,10.82,,,,,,,,,,,,,N,,12,35,ISO9001|ISO14001|SA8000,ISO9001,2023-09-08,2024-07-04,Not Certified,30,Reese Martin,Email
2024-04,PO-2024-000172,PO-2024-000172-L05,SHP-202404-000172,SUP-071,Lumina Manufacturing,Watchlist,Logistics Materials,Labels,Australia,Oceania,AUD,SKU-LOG-343,2024-04-13,2024-05-02,2024-05-01,,Open,Open,263,0,0,0,BOX,9.53,,,,,,,,,,,,,N,,12,35,ISO9001|ISO14001|SA8000,ISO9001,2023-09-08,2024-07-04,Not Certified,30,Reese Martin,Email
2024-05,PO-2024-000173,PO-2024-000173-L01,SHP-202405-000173,SUP-028,Evercrest Systems,Preferred,Machined Parts,Brackets,Czech Republic,Central Europe,CZK,SKU-MCH-093,2024-05-16,2024-06-17,2024-06-07,2024-06-04,Delivered,Fully Received,60,60,7,0,EA,1008.77,1008.77,60,INV-202405-000173,2024-06-08,2024-09-06,,Disputed,2024-06-05,SPEC_MISMATCH,2024-06-05T15:00:00Z,2024-06-06T07:00:00Z,,N,,22,10,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-03,2025-09-30,Certified,90,Jordan Kim,Portal
2024-05,PO-2024-000173,PO-2024-000173-L02,SHP-202405-000173,SUP-028,Evercrest Systems,Preferred,Hydraulics,Hoses,Czech Republic,Central Europe,CZK,SKU-HYD-106,2024-05-16,2024-06-17,2024-06-07,2024-06-04,Delivered,Fully Received,41,41,0,0,EA,1001.39,1001.39,41,INV-202405-000173,2024-06-08,2024-09-06,,Disputed,2024-06-06,,,,,N,,22,10,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-03,2025-09-30,Certified,90,Jordan Kim,Portal
2024-05,PO-2024-000173,PO-2024-000173-L03,SHP-202405-000173,SUP-028,Evercrest Systems,Preferred,Hydraulics,Valves,Czech Republic,Central Europe,CZK,SKU-HYD-119,2024-05-16,2024-06-17,2024-06-07,2024-06-04,Delivered,Fully Received,7,7,0,0,EA,1189.60,1189.60,7,INV-202405-000173,2024-06-08,2024-09-06,,Disputed,2024-06-07,,,,,N,,22,10,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-03,2025-09-30,Certified,90,Jordan Kim,Portal
2024-05,PO-2024-000173,PO-2024-000173-L04,SHP-202405-000173,SUP-028,Evercrest Systems,Preferred,Electrical,Connectors,Czech Republic,Central Europe,CZK,SKU-ELE-132,2024-05-16,2024-06-17,2024-06-07,2024-06-04,Delivered,Fully Received,72,72,0,0,EA,277.01,277.01,72,INV-202405-000173,2024-06-08,2024-09-06,,Disputed,2024-06-05,,,,,N,,22,10,COC|ROHS|REACH,COC|ROHS|REACH,2023-06-03,2025-09-30,Certified,90,Jordan Kim,Portal
2024-06,PO-2024-000174,PO-2024-000174-L01,SHP-202406-000174,SUP-057,Juniper Materials,Watchlist,Packaging,Protective Foam,Mexico,Latin America,MXN,SKU-PKG-255,2024-06-27,2024-07-27,2024-07-17,,Cancelled,Cancelled,135,0,0,0,M,52.62,,,,,,,,,,,,,N,,17,29,ISO9001|COC|ISO14001,ISO9001,2023-12-11,2024-10-06,Not Certified,30,Quinn Foster,Phone
2024-06,PO-2024-000174,PO-2024-000174-L02,SHP-202406-000174,SUP-057,Juniper Materials,Watchlist,Bearings,Ball Bearings,Mexico,Latin America,MXN,SKU-BRG-268,2024-06-27,2024-07-27,2024-07-17,,Cancelled,Cancelled,10,0,0,0,EA,351.08,,,,,,,,,,,,,N,,17,29,ISO9001|COC|ISO14001,ISO9001,2023-12-11,2024-10-06,Not Certified,30,Quinn Foster,Phone
2024-06,PO-2024-000174,PO-2024-000174-L03,SHP-202406-000174,SUP-057,Juniper Materials,Watchlist,MRO Supplies,Hand Tools,Mexico,Latin America,MXN,SKU-MRO-281,2024-06-27,2024-07-27,2024-07-17,,Cancelled,Cancelled,183,0,0,0,SET,340.41,,,,,,,,,,,,,N,,17,29,ISO9001|COC|ISO14001,ISO9001,2023-12-11,2024-10-06,Not Certified,30,Quinn Foster,Phone
2024-06,PO-2024-000174,PO-2024-000174-L04,SHP-202406-000174,SUP-057,Juniper Materials,Watchlist,Bearings,Ball Bearings,Mexico,Latin America,MXN,SKU-BRG-294,2024-06-27,2024-07-27,2024-07-17,,Cancelled,Cancelled,182,0,0,0,EA,371.22,,,,,,,,,,,,,N,,17,29,ISO9001|COC|ISO14001,ISO9001,2023-12-11,2024-10-06,Not Certified,30,Quinn Foster,Phone
2024-07,PO-2024-000175,PO-2024-000175-L01,SHP-202407-000175,SUP-014,Cinderline Industries,Strategic,Hydraulics,Hoses,Singapore,Southeast Asia,SGD,SKU-HYD-057,2024-07-02,2024-08-14,2024-08-04,2024-08-02,Delivered,Fully Received,369,369,0,0,EA,66.09,66.09,369,INV-202407-000175,2024-08-03,2024-11-01,2024-11-07,Paid,2024-08-05,,,,,N,,27,50,ISO9001|COC|REACH,ISO9001|COC|REACH,2023-09-05,2026-09-04,Certified,90,Casey Rivera,Account Portal
2024-07,PO-2024-000175,PO-2024-000175-L02,SHP-202407-000175,SUP-014,Cinderline Industries,Strategic,Fasteners,Nuts,Singapore,Southeast Asia,SGD,SKU-FST-070,2024-07-02,2024-08-14,2024-08-04,2024-08-02,Delivered,Fully Received,130,130,0,0,EA,6.74,6.74,130,INV-202407-000175,2024-08-03,2024-11-01,2024-11-07,Paid,2024-08-03,,,,,N,,27,50,ISO9001|COC|REACH,ISO9001|COC|REACH,2023-09-05,2026-09-04,Certified,90,Casey Rivera,Account Portal
2024-07,PO-2024-000175,PO-2024-000175-L03,SHP-202407-000175,SUP-014,Cinderline Industries,Strategic,Fasteners,Bolts,Singapore,Southeast Asia,SGD,SKU-FST-083,2024-07-02,2024-08-14,2024-08-04,2024-08-02,Delivered,Fully Received,357,357,0,0,EA,6.90,6.90,357,INV-202407-000175,2024-08-03,2024-11-01,2024-11-07,Paid,2024-08-04,,,,,N,,27,50,ISO9001|COC|REACH,ISO9001|COC|REACH,2023-09-05,2026-09-04,Certified,90,Casey Rivera,Account Portal
2024-07,PO-2024-000175,PO-2024-000175-L04,SHP-202407-000175,SUP-014,Cinderline Industries,Strategic,Fasteners,Bolts,Singapore,Southeast Asia,SGD,SKU-FST-096,2024-07-02,2024-08-14,2024-08-04,2024-08-02,Delivered,Fully Received,393,393,0,0,EA,6.52,6.52,393,INV-202407-000175,2024-08-03,2024-11-01,2024-11-07,Paid,2024-08-05,,,,,N,,27,50,ISO9001|COC|REACH,ISO9001|COC|REACH,2023-09-05,2026-09-04,Certified,90,Casey Rivera,Account Portal
2024-08,PO-2024-000176,PO-2024-000176-L01,SHP-202408-000176,SUP-043,Heliox Components,Standard,Machined Parts,Brackets,Netherlands,Western Europe,EUR,SKU-MCH-219,2024-08-30,2024-09-28,2024-09-21,2024-09-21,Delivered,Fully Received,31,31,0,0,EA,32.17,29.60,34,INV-202408-000176,2024-09-23,2024-10-23,2024-10-20,Paid,2024-09-22,,,,,N,,22,23,ISO9001|COC|ROHS,ISO9001,2023-03-20,2024-09-20,Pending Renewal,30,Taylor Brooks,Portal
2024-08,PO-2024-000176,PO-2024-000176-L02,SHP-202408-000176,SUP-043,Heliox Components,Standard,Industrial Chemicals,Lubricants,Netherlands,Western Europe,EUR,SKU-CHM-232,2024-08-30,2024-09-28,2024-09-21,2024-09-21,Delivered,Fully Received,7,7,0,0,L,28.49,28.49,7,INV-202408-000176,2024-09-23,2024-10-23,2024-10-20,Paid,2024-09-23,,,,,N,,22,23,ISO9001|COC|ROHS,ISO9001,2023-03-20,2024-09-20,Pending Renewal,30,Taylor Brooks,Portal
2024-08,PO-2024-000176,PO-2024-000176-L03,SHP-202408-000176,SUP-043,Heliox Components,Standard,Machined Parts,Brackets,Netherlands,Western Europe,EUR,SKU-MCH-245,2024-08-30,2024-09-28,2024-09-21,2024-09-21,Delivered,Fully Received,4,4,0,0,EA,39.79,39.79,4,INV-202408-000176,2024-09-23,2024-10-23,2024-10-20,Paid,2024-09-24,,,,,N,,22,23,ISO9001|COC|ROHS,ISO9001,2023-03-20,2024-09-20,Pending Renewal,30,Taylor Brooks,Portal
2024-08,PO-2024-000176,PO-2024-000176-L04,SHP-202408-000176,SUP-043,Heliox Components,Standard,Machined Parts,Brackets,Netherlands,Western Europe,EUR,SKU-MCH-258,2024-08-30,2024-09-28,2024-09-21,2024-09-21,Delivered,Fully Received,4,4,0,0,EA,29.63,29.63,4,INV-202408-000176,2024-09-23,2024-10-23,2024-10-20,Paid,2024-09-22,,,,,N,,22,23,ISO9001|COC|ROHS,ISO9001,2023-03-20,2024-09-20,Pending Renewal,30,Taylor Brooks,Portal
2024-09,PO-2024-000177,PO-2024-000177-L01,SHP-202409-000177,SUP-072,Lumina Works,Watchlist,Office Consumables,Stationery,Italy,Southern Europe,EUR,SKU-OFF-381,2024-09-15,2024-10-12,2024-10-05,,Open,Open,293,0,0,0,PACK,5.48,,,,,,,,,,,,,N,,17,42,COC|REACH|SA8000,,2023-09-27,2024-07-23,Not Certified,45,Cameron Diaz,Phone
2024-09,PO-2024-000177,PO-2024-000177-L02,SHP-202409-000177,SUP-072,Lumina Works,Watchlist,Office Consumables,Printer Supplies,Italy,Southern Europe,EUR,SKU-OFF-394,2024-09-15,2024-10-12,2024-10-05,,Open,Open,5,0,0,0,BOX,5.38,,,,,,,,,,,,,N,,17,42,COC|REACH|SA8000,,2023-09-27,2024-07-23,Not Certified,45,Cameron Diaz,Phone
2024-10,PO-2024-000178,PO-2024-000178-L01,SHP-202410-000178,SUP-029,Evercrest Manufacturing,Preferred,Hydraulics,Valves,India,South Asia,INR,SKU-HYD-183,2024-10-16,2024-11-25,2024-11-18,2024-11-14,Delivered,Fully Received,118,118,0,0,EA,3965.89,3965.89,118,INV-202410-000178,2024-11-18,2024-12-18,2024-12-21,Paid,2024-11-17,,,,,N,,27,17,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-06-22,2025-10-19,Pending Renewal,30,Morgan Ellis,Account Portal
2024-10,PO-2024-000178,PO-2024-000178-L02,SHP-202410-000178,SUP-029,Evercrest Manufacturing,Preferred,Safety Equipment,Eye Protection,India,South Asia,INR,SKU-SFT-196,2024-10-16,2024-11-25,2024-11-18,2024-11-14,Delivered,Fully Received,127,127,0,0,EA,1403.85,1403.85,127,INV-202410-000178,2024-11-18,2024-12-18,2024-12-21,Paid,2024-11-15,,,,,N,,27,17,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-06-22,2025-10-19,Pending Renewal,30,Morgan Ellis,Account Portal
2024-10,PO-2024-000178,PO-2024-000178-L03,SHP-202410-000178,SUP-029,Evercrest Manufacturing,Preferred,Safety Equipment,Gloves,India,South Asia,INR,SKU-SFT-209,2024-10-16,2024-11-25,2024-11-18,2024-11-14,Delivered,Fully Received,135,135,0,0,PAIR,1053.07,1053.07,135,INV-202410-000178,2024-11-18,2024-12-18,2024-12-21,Paid,2024-11-16,,,,,N,,27,17,ISO9001|ISO14001|SA8000,ISO9001|ISO14001|SA8000,2023-06-22,2025-10-19,Pending Renewal,30,Morgan Ellis,Account Portal
2024-11,PO-2024-000179,PO-2024-000179-L01,SHP-202411-000179,SUP-058,Juniper Systems,Watchlist,Packaging,Protective Foam,Brazil,Latin America,BRL,SKU-PKG-345,2024-11-29,2025-01-06,2024-12-21,,Open,Open,95,0,0,0,M,17.01,,,,,,,,,,,,,N,,22,36,COC|ROHS|REACH,,2023-01-04,2023-10-31,Expired,45,Parker Lee,Portal
2024-11,PO-2024-000179,PO-2024-000179-L02,SHP-202411-000179,SUP-058,Juniper Systems,Watchlist,MRO Supplies,Filters,Brazil,Latin America,BRL,SKU-MRO-358,2024-11-29,2025-01-06,2024-12-21,,Open,Open,209,0,0,0,EA,73.20,,,,,,,,,,,,,N,,22,36,COC|ROHS|REACH,,2023-01-04,2023-10-31,Expired,45,Parker Lee,Portal
